sex,age,educ,hours,income_more_50K
 Male,54,12,40,1
 Female,50,13,40,1
 Female,33,9,40,0
 Male,65,13,20,1
 Female,22,10,8,0
 Male,88,15,40,0
 Male,40,9,40,0
 Female,51,9,43,0
 Female,50,7,40,0
 Male,25,14,99,1
 Male,20,11,30,0
 Male,47,9,40,0
 Male,58,10,40,1
 Female,22,11,30,0
 Male,50,9,48,1
 Female,47,9,40,0
 Male,24,7,45,0
 Male,50,9,40,1
 Female,40,13,45,1
 Male,36,13,40,0
 Male,32,9,40,0
 Male,44,9,40,0
 Male,51,14,40,0
 Female,59,10,40,0
 Male,65,9,30,0
 Female,24,13,65,0
 Male,27,13,35,0
 Male,51,11,40,0
 Male,48,10,40,1
 Male,39,9,60,0
 Male,28,13,40,0
 Female,19,10,25,0
 Female,49,13,40,0
 Male,51,12,60,0
 Male,59,14,55,0
 Female,18,9,40,0
 Male,50,9,40,0
 Male,45,9,80,1
 Male,30,13,50,1
 Male,37,13,35,0
 Male,44,13,40,1
 Male,33,10,40,0
 Male,61,14,40,1
 Male,61,9,40,0
 Male,38,13,42,1
 Male,22,10,30,0
 Male,36,9,45,0
 Male,44,10,60,1
 Male,37,10,62,0
 Female,31,10,20,0
 Male,54,16,45,1
 Male,20,10,16,0
 Female,63,13,40,1
 Male,48,10,40,1
 Female,33,9,41,0
 Male,31,13,45,0
 Male,38,15,40,1
 Male,45,9,40,1
 Male,48,9,40,0
 Male,53,10,40,0
 Female,55,9,40,0
 Male,38,14,72,1
 Female,29,9,40,0
 Male,36,13,60,1
 Male,42,10,60,0
 Female,50,9,40,0
 Male,75,15,35,0
 Male,46,13,40,1
 Female,52,9,40,0
 Female,27,13,40,0
 Male,43,9,45,0
 Female,31,7,42,0
 Female,23,10,30,0
 Female,34,9,24,0
 Female,41,9,40,0
 Female,31,9,30,0
 Female,42,10,40,0
 Male,35,14,45,1
 Female,55,9,25,0
 Female,36,9,40,0
 Male,65,9,59,1
 Male,38,10,12,0
 Female,62,10,20,0
 Male,54,15,60,1
 Male,49,9,40,0
 Female,34,9,40,0
 Female,32,9,40,0
 Male,51,14,50,1
 Male,48,10,60,0
 Male,30,9,40,0
 Female,52,9,43,0
 Male,28,10,40,0
 Male,29,9,40,0
 Female,38,13,50,0
 Male,57,9,50,1
 Male,43,13,40,1
 Male,37,10,40,0
 Male,30,9,40,0
 Male,53,9,48,1
 Female,69,11,1,0
 Female,73,9,37,0
 Male,22,10,35,0
 Female,31,9,45,0
 Male,38,13,40,1
 Male,50,10,35,0
 Male,37,10,37,0
 Male,44,13,40,0
 Female,47,13,45,0
 Male,27,10,40,0
 Female,28,12,80,0
 Female,25,9,40,0
 Female,20,10,40,0
 Male,51,13,40,1
 Male,46,13,40,1
 Male,67,13,7,1
 Male,47,9,35,0
 Male,42,9,40,0
 Male,52,9,50,0
 Female,42,12,40,1
 Male,65,9,40,1
 Male,21,10,10,0
 Female,50,9,40,1
 Male,46,10,40,0
 Male,47,13,50,1
 Male,57,6,40,0
 Male,37,13,45,0
 Male,50,9,40,0
 Male,58,8,40,0
 Female,63,2,30,0
 Male,39,9,65,0
 Male,46,14,35,0
 Male,36,9,40,0
 Male,26,3,50,0
 Male,21,10,57,0
 Male,41,12,40,0
 Male,44,10,40,0
 Male,22,9,40,0
 Male,29,10,60,0
 Female,29,9,40,0
 Female,58,10,40,1
 Male,36,15,50,0
 Male,30,11,48,0
 Male,37,13,43,1
 Male,29,11,40,0
 Female,26,3,40,0
 Male,43,9,45,0
 Female,49,9,40,1
 Male,45,13,40,0
 Female,28,13,40,0
 Female,20,10,25,0
 Female,51,9,40,0
 Male,32,10,50,1
 Female,24,9,40,0
 Male,35,16,40,1
 Male,35,12,55,0
 Male,41,13,40,1
 Male,48,13,45,1
 Female,61,9,35,0
 Male,20,10,30,0
 Male,27,9,50,1
 Male,55,10,24,1
 Male,39,9,40,1
 Male,17,6,20,0
 Male,47,9,40,0
 Female,52,9,40,1
 Female,24,9,20,0
 Female,29,7,40,0
 Male,25,9,40,0
 Female,20,10,40,0
 Male,23,9,35,0
 Male,57,15,60,0
 Male,51,11,40,1
 Female,33,10,16,0
 Male,39,13,40,0
 Male,40,9,40,1
 Female,71,13,16,0
 Male,38,10,40,0
 Male,28,15,40,0
 Female,57,14,40,0
 Male,47,10,40,0
 Male,59,9,40,0
 Male,26,9,40,0
 Female,35,13,40,0
 Male,61,13,50,1
 Female,17,7,30,0
 Male,36,13,60,1
 Male,62,4,50,0
 Male,34,10,50,1
 Male,32,13,50,1
 Female,42,9,40,0
 Male,39,10,40,0
 Male,58,3,40,0
 Male,61,9,60,1
 Male,40,6,55,0
 Male,31,13,37,0
 Male,36,9,50,0
 Male,23,10,40,0
 Male,33,9,41,0
 Male,52,9,40,1
 Female,22,9,24,0
 Female,51,10,40,0
 Female,31,11,40,0
 Female,49,9,40,0
 Female,49,9,40,0
 Female,53,10,40,0
 Male,52,9,40,1
 Male,20,6,40,0
 Male,26,12,40,0
 Male,61,9,6,0
 Female,43,14,30,0
 Male,46,13,52,0
 Female,43,11,35,0
 Female,41,9,40,0
 Male,44,9,55,0
 Male,54,9,40,0
 Male,65,14,40,1
 Female,32,13,40,0
 Male,25,10,40,0
 Male,23,13,50,0
 Male,25,13,45,0
 Male,19,10,50,0
 Male,37,9,60,0
 Male,45,10,45,0
 Male,37,9,44,0
 Male,40,10,70,1
 Male,19,10,40,0
 Male,17,7,5,0
 Female,27,13,40,0
 Male,40,4,40,1
 Female,59,9,30,0
 Female,19,9,40,0
 Male,43,6,40,0
 Male,42,6,40,1
 Male,54,9,40,0
 Male,54,14,50,0
 Male,51,6,45,0
 Male,50,9,60,1
 Female,40,9,40,0
 Male,55,12,25,0
 Female,50,9,40,0
 Male,31,9,50,0
 Female,42,9,32,0
 Male,24,9,45,1
 Male,30,7,40,0
 Female,39,12,50,1
 Male,37,9,50,0
 Male,33,9,40,0
 Female,48,9,40,0
 Male,43,9,78,0
 Male,39,13,40,1
 Male,53,10,45,1
 Male,52,6,60,0
 Male,28,10,20,0
 Male,32,9,52,0
 Male,31,13,90,1
 Female,31,13,40,1
 Female,47,10,40,0
 Male,19,10,50,0
 Male,40,11,40,0
 Female,40,12,45,0
 Male,41,7,40,0
 Male,53,9,40,0
 Male,46,7,43,0
 Male,45,13,35,1
 Female,39,5,34,0
 Male,19,9,40,0
 Male,57,9,40,1
 Female,49,11,40,0
 Female,59,9,40,0
 Male,32,11,50,1
 Female,18,10,15,0
 Male,35,10,40,0
 Female,58,6,40,0
 Male,28,13,43,0
 Female,36,12,40,1
 Female,41,14,35,0
 Male,47,9,40,1
 Male,50,9,60,0
 Male,61,9,16,0
 Male,36,9,50,1
 Male,38,11,40,0
 Male,56,9,60,1
 Male,50,11,45,0
 Male,45,10,40,0
 Male,44,9,66,0
 Male,51,10,45,1
 Male,44,10,50,1
 Male,25,9,50,0
 Male,60,7,40,0
 Male,17,6,30,0
 Male,49,14,50,1
 Male,46,9,60,1
 Female,56,9,38,0
 Male,25,9,45,0
 Male,22,10,40,0
 Female,76,9,2,0
 Male,41,15,60,1
 Male,48,9,40,1
 Male,46,6,40,0
 Male,30,10,40,1
 Male,39,9,40,1
 Male,40,6,40,0
 Male,70,9,40,0
 Male,35,10,45,0
 Female,49,14,75,0
 Male,24,11,60,0
 Male,40,12,36,1
 Male,61,15,5,1
 Male,25,13,40,0
 Female,28,13,40,0
 Male,69,14,11,0
 Female,22,10,36,0
 Male,47,9,38,0
 Female,38,9,48,0
 Female,26,11,40,0
 Female,17,7,24,0
 Male,33,10,35,0
 Male,43,9,40,0
 Male,58,11,40,1
 Male,53,9,40,1
 Male,26,9,25,0
 Male,43,13,40,1
 Male,31,6,40,0
 Male,30,9,42,0
 Female,25,9,25,0
 Female,57,9,40,0
 Male,37,14,60,1
 Male,32,10,48,0
 Female,26,9,41,0
 Male,45,9,40,1
 Male,53,9,35,1
 Male,27,9,40,0
 Male,28,7,50,1
 Male,32,7,43,1
 Female,35,13,65,0
 Male,36,10,55,1
 Male,19,10,40,0
 Male,37,13,80,1
 Male,49,10,45,0
 Male,20,10,45,0
 Male,64,13,55,1
 Male,60,14,40,0
 Male,32,12,42,0
 Male,58,9,40,0
 Male,42,9,50,0
 Female,20,10,14,0
 Male,42,10,40,0
 Male,25,10,40,0
 Male,30,11,65,1
 Male,37,13,35,1
 Male,66,11,50,0
 Male,59,13,40,1
 Male,44,13,40,0
 Male,46,9,58,1
 Female,59,13,30,0
 Male,25,13,40,0
 Male,17,5,9,0
 Male,47,13,40,0
 Female,47,5,40,0
 Female,30,10,40,0
 Female,20,10,40,0
 Male,26,13,55,0
 Male,20,10,15,0
 Male,33,9,40,0
 Male,48,9,40,0
 Male,52,13,50,1
 Female,37,9,12,0
 Male,47,9,40,0
 Male,40,6,40,1
 Female,48,14,40,1
 Male,49,6,42,1
 Female,50,10,40,0
 Female,30,12,40,0
 Male,34,10,40,0
 Male,43,9,40,0
 Female,22,6,40,0
 Male,35,9,40,0
 Female,26,9,30,0
 Male,62,15,70,0
 Male,39,9,40,0
 Male,59,10,40,0
 Male,69,3,40,0
 Male,27,13,40,0
 Male,17,6,30,0
 Male,38,13,40,0
 Male,41,10,50,1
 Female,27,6,40,0
 Female,23,9,40,0
 Male,17,6,24,0
 Female,56,4,40,0
 Female,24,10,40,0
 Male,62,16,40,1
 Male,44,8,40,0
 Male,23,13,30,0
 Male,41,9,50,0
 Male,25,9,65,0
 Female,21,10,8,0
 Male,18,8,6,0
 Male,45,10,40,0
 Female,75,13,16,1
 Male,51,4,40,0
 Female,42,9,40,0
 Female,47,10,35,0
 Male,29,10,40,0
 Male,33,7,40,0
 Male,43,13,40,0
 Male,20,10,16,0
 Female,19,13,40,0
 Male,44,12,40,1
 Male,24,10,30,0
 Male,19,10,40,0
 Male,49,6,40,0
 Male,52,11,40,0
 Male,38,9,52,0
 Male,24,10,50,0
 Male,32,13,50,0
 Female,72,9,8,0
 Male,26,9,50,1
 Male,31,13,40,0
 Male,29,13,50,0
 Male,39,9,40,1
 Male,48,9,50,0
 Male,40,10,45,1
 Male,51,10,45,0
 Male,28,9,40,0
 Female,22,9,20,0
 Female,23,13,40,0
 Male,65,10,16,0
 Male,26,13,40,0
 Male,20,10,50,0
 Male,55,14,50,1
 Male,38,13,10,0
 Male,33,9,60,1
 Female,33,9,60,0
 Female,37,13,40,0
 Male,19,7,60,0
 Male,24,13,50,0
 Male,30,7,45,0
 Female,57,9,50,0
 Female,22,10,20,0
 Male,57,9,40,1
 Male,46,9,40,0
 Male,67,9,35,0
 Female,35,9,40,0
 Male,47,9,40,0
 Male,39,6,40,0
 Male,50,10,40,0
 Female,58,8,52,0
 Female,36,12,30,1
 Male,45,14,36,1
 Male,54,9,40,1
 Male,26,13,30,0
 Male,60,9,40,1
 Male,46,15,60,1
 Female,26,10,35,0
 Male,32,7,40,0
 Male,38,9,40,0
 Male,48,10,70,1
 Male,44,9,45,1
 Female,37,9,40,0
 Male,44,10,40,0
 Female,31,9,35,0
 Male,61,15,35,1
 Male,51,9,40,0
 Female,52,13,60,1
 Female,45,9,40,0
 Female,36,12,21,0
 Male,39,7,70,0
 Female,67,9,24,0
 Male,40,12,40,1
 Male,27,3,35,0
 Male,37,2,40,0
 Male,57,10,50,1
 Female,27,6,40,0
 Female,28,9,48,0
 Male,34,13,60,1
 Male,54,9,50,1
 Female,52,9,38,0
 Male,42,13,45,1
 Male,48,14,40,1
 Male,65,14,35,1
 Female,55,15,10,0
 Female,71,9,20,1
 Male,33,10,40,0
 Male,30,9,40,0
 Male,35,13,55,1
 Female,59,6,40,0
 Male,19,10,20,0
 Male,36,5,30,0
 Male,26,9,40,0
 Male,34,9,40,0
 Male,41,9,40,1
 Male,44,13,50,1
 Female,26,9,40,0
 Male,47,9,48,0
 Male,18,10,16,0
 Male,55,6,18,0
 Male,49,9,40,0
 Male,44,13,40,1
 Male,43,13,40,0
 Male,62,4,40,0
 Male,44,9,40,0
 Female,39,9,40,0
 Male,50,10,60,1
 Male,35,7,45,0
 Male,52,9,40,0
 Male,46,15,60,1
 Male,44,12,40,1
 Male,43,10,50,0
 Male,51,4,40,0
 Male,20,10,20,0
 Female,47,12,40,1
 Male,43,14,50,0
 Male,64,9,40,1
 Male,24,10,40,0
 Male,27,10,50,0
 Male,32,9,40,0
 Female,37,9,12,0
 Male,26,9,60,0
 Male,43,13,60,1
 Female,50,9,40,0
 Male,20,9,80,0
 Male,37,9,45,1
 Female,43,9,45,0
 Male,37,9,50,1
 Female,53,5,36,0
 Male,44,16,40,1
 Female,25,9,40,0
 Female,17,7,20,0
 Male,19,9,50,0
 Female,53,9,40,1
 Male,44,10,50,0
 Male,51,9,40,1
 Female,49,9,43,0
 Male,35,10,40,0
 Male,44,9,45,0
 Male,54,14,60,0
 Female,37,10,35,0
 Female,18,10,15,0
 Male,24,10,40,0
 Female,29,9,50,0
 Female,22,10,35,0
 Male,35,9,40,0
 Male,56,9,48,1
 Female,32,4,40,0
 Male,24,13,45,0
 Male,43,14,40,1
 Female,73,9,15,0
 Male,47,10,40,0
 Male,49,8,39,0
 Male,38,13,40,1
 Male,31,9,40,0
 Female,39,10,40,0
 Female,42,13,40,0
 Male,41,14,45,1
 Male,35,13,45,1
 Male,38,9,45,0
 Female,31,9,40,0
 Male,51,9,70,0
 Male,38,13,48,1
 Male,40,10,42,1
 Female,21,9,30,0
 Male,44,10,40,0
 Male,55,9,40,1
 Male,29,9,45,0
 Female,49,14,50,1
 Male,31,11,42,0
 Male,24,14,90,0
 Male,46,10,40,0
 Male,26,9,40,0
 Male,35,13,38,0
 Male,27,11,50,0
 Male,64,13,35,1
 Male,26,13,40,0
 Female,21,9,16,0
 Male,45,13,45,1
 Male,57,9,72,0
 Male,30,13,40,1
 Female,45,7,32,0
 Female,50,4,30,0
 Female,38,13,40,0
 Male,43,10,60,0
 Female,42,10,55,0
 Male,32,13,40,0
 Female,20,9,40,0
 Female,27,9,35,0
 Female,45,7,40,0
 Female,40,9,40,0
 Male,38,9,60,0
 Female,37,9,40,0
 Female,60,6,40,0
 Male,53,9,45,1
 Female,25,13,40,0
 Male,47,13,60,0
 Male,40,9,70,0
 Male,51,9,40,0
 Female,19,10,10,0
 Female,42,10,50,1
 Male,65,9,40,0
 Female,41,13,40,0
 Male,28,6,45,0
 Female,46,14,50,1
 Female,49,13,20,1
 Male,24,9,40,0
 Male,32,7,40,0
 Male,71,9,20,0
 Male,26,10,40,1
 Male,29,9,40,0
 Male,50,10,50,1
 Male,51,11,50,1
 Female,17,6,20,0
 Female,49,9,40,1
 Male,31,6,40,0
 Male,23,7,40,0
 Male,59,9,40,0
 Male,17,6,30,0
 Male,43,10,40,1
 Male,38,13,40,1
 Male,37,9,40,0
 Male,29,6,40,0
 Male,39,13,50,1
 Male,31,12,38,0
 Female,42,13,45,1
 Female,35,14,35,1
 Male,39,14,40,1
 Female,40,12,40,0
 Female,66,3,40,0
 Male,30,5,40,0
 Male,43,12,40,0
 Female,47,5,50,0
 Female,45,14,40,0
 Male,31,10,40,0
 Male,33,9,40,1
 Male,32,13,40,0
 Male,28,12,40,0
 Male,50,9,40,1
 Female,63,4,40,0
 Male,28,13,40,0
 Female,38,10,40,0
 Female,52,9,38,0
 Male,38,15,40,1
 Male,41,9,40,0
 Male,50,14,38,0
 Male,59,7,40,0
 Male,32,9,49,0
 Male,73,4,10,0
 Male,52,9,38,0
 Male,57,9,60,0
 Male,35,11,50,1
 Male,51,13,56,1
 Female,22,7,35,0
 Male,49,9,40,1
 Male,22,9,40,0
 Male,46,9,40,0
 Female,48,9,40,0
 Male,52,9,40,0
 Male,43,13,50,1
 Male,25,4,40,0
 Male,31,4,40,0
 Male,19,10,36,0
 Male,19,10,45,0
 Male,51,9,84,1
 Male,51,13,40,1
 Female,22,9,40,1
 Female,37,9,35,0
 Female,19,10,30,0
 Female,45,9,55,0
 Male,21,10,10,0
 Female,52,9,40,0
 Male,46,10,24,0
 Female,42,14,38,0
 Male,56,9,40,0
 Female,23,9,40,0
 Male,58,14,40,0
 Male,70,9,30,0
 Male,30,10,40,0
 Male,45,13,40,0
 Male,23,10,44,0
 Male,34,10,40,0
 Female,38,13,40,0
 Male,24,11,40,0
 Male,53,4,40,0
 Male,45,9,40,0
 Female,21,10,40,0
 Female,21,10,40,0
 Female,34,13,40,0
 Male,32,9,45,1
 Male,21,9,40,0
 Male,63,14,30,0
 Male,23,5,36,0
 Male,28,13,50,0
 Male,29,9,45,0
 Female,25,13,40,0
 Female,44,14,60,0
 Female,18,9,8,0
 Male,26,9,24,0
 Female,47,12,35,1
 Male,23,9,40,0
 Male,46,10,40,0
 Male,61,13,50,1
 Male,25,9,40,0
 Male,38,9,54,1
 Female,60,13,15,0
 Male,23,10,20,0
 Female,36,9,48,0
 Male,46,5,25,0
 Male,32,13,45,1
 Male,40,6,40,0
 Male,31,9,40,0
 Male,31,10,65,1
 Male,32,13,37,0
 Male,21,10,10,0
 Male,63,10,40,1
 Male,44,10,45,1
 Male,42,13,60,0
 Male,23,13,35,0
 Female,30,10,45,0
 Male,24,9,40,0
 Male,42,13,40,1
 Female,44,9,40,1
 Male,27,13,48,0
 Male,27,10,40,0
 Female,22,9,45,0
 Female,68,9,40,0
 Male,55,10,99,1
 Male,22,9,40,0
 Female,25,10,15,0
 Male,68,9,45,0
 Female,62,10,16,0
 Male,26,9,40,0
 Male,34,14,55,1
 Male,68,10,40,0
 Male,42,13,45,1
 Male,45,13,55,0
 Male,26,7,40,0
 Male,25,9,45,0
 Male,23,13,50,0
 Male,29,10,40,0
 Female,65,4,50,0
 Male,31,9,50,0
 Female,26,9,40,0
 Male,39,10,50,1
 Male,44,9,40,1
 Female,45,14,45,0
 Female,26,14,50,0
 Male,26,6,35,0
 Male,36,5,50,0
 Male,38,7,45,0
 Male,39,9,48,0
 Male,52,15,40,0
 Male,39,2,45,0
 Male,41,10,40,0
 Male,42,14,60,1
 Male,47,13,70,0
 Male,28,11,46,0
 Male,25,13,35,0
 Female,35,13,40,0
 Female,32,9,40,0
 Male,38,14,40,1
 Male,44,10,18,1
 Female,21,10,40,0
 Female,27,13,40,0
 Male,30,13,55,1
 Male,30,13,48,0
 Male,45,9,45,0
 Male,20,9,40,0
 Male,57,14,80,0
 Male,43,10,48,0
 Female,50,7,40,0
 Female,28,4,48,0
 Female,25,9,48,1
 Male,25,9,40,0
 Male,90,13,45,0
 Male,38,13,40,0
 Female,35,13,40,0
 Male,50,13,40,1
 Female,26,9,40,0
 Male,39,10,45,0
 Male,56,6,40,0
 Female,24,9,40,0
 Female,46,9,40,1
 Female,18,7,25,0
 Male,37,14,60,1
 Female,57,14,40,0
 Female,43,9,40,0
 Male,29,13,25,0
 Male,40,14,40,1
 Male,44,13,40,0
 Male,77,9,6,0
 Male,30,13,40,0
 Male,21,9,40,0
 Male,66,6,40,0
 Male,40,7,35,0
 Male,68,9,40,0
 Female,64,9,38,0
 Female,26,13,50,0
 Male,32,10,40,1
 Male,32,9,38,0
 Male,51,14,40,1
 Male,50,14,45,1
 Male,49,13,50,1
 Male,28,13,20,0
 Female,29,9,36,0
 Male,21,10,30,0
 Female,28,9,40,0
 Male,55,6,40,0
 Male,45,9,50,1
 Male,35,10,40,0
 Male,31,7,40,0
 Male,26,14,40,1
 Male,30,9,55,0
 Male,33,9,20,0
 Male,40,13,40,1
 Male,23,13,40,0
 Female,35,10,40,0
 Male,48,7,50,1
 Male,39,6,40,0
 Female,53,15,50,0
 Male,49,9,40,1
 Female,31,13,40,0
 Male,36,9,40,1
 Male,60,10,50,1
 Male,29,9,48,0
 Male,54,10,45,1
 Female,28,12,3,0
 Male,34,9,50,0
 Female,30,10,35,0
 Female,19,9,45,0
 Male,26,9,40,0
 Male,47,10,70,1
 Male,50,9,38,0
 Female,30,13,45,1
 Male,44,10,50,0
 Male,49,9,60,1
 Female,75,14,50,0
 Male,37,13,55,1
 Male,51,9,38,0
 Male,35,9,35,0
 Female,28,10,40,0
 Male,66,9,40,0
 Female,72,5,48,1
 Male,39,13,50,0
 Male,27,9,30,0
 Female,57,10,40,0
 Male,24,4,38,0
 Male,28,9,70,0
 Female,23,10,50,0
 Female,31,13,40,0
 Female,23,10,20,0
 Female,31,10,40,0
 Female,27,13,40,0
 Male,30,13,45,0
 Female,31,15,80,0
 Male,34,14,60,0
 Male,57,9,40,0
 Male,39,14,40,1
 Male,23,7,40,0
 Female,24,12,40,0
 Male,36,16,40,0
 Male,32,10,40,0
 Female,35,12,40,0
 Male,36,13,40,0
 Female,23,13,50,0
 Male,47,11,40,1
 Male,35,9,40,0
 Male,44,10,40,0
 Male,32,14,50,0
 Female,32,12,40,1
 Female,63,10,10,1
 Male,34,11,40,0
 Male,47,9,40,0
 Male,27,7,35,0
 Female,23,9,42,0
 Female,19,10,40,0
 Male,50,6,38,0
 Male,49,10,40,0
 Male,36,10,40,1
 Male,23,13,40,0
 Female,61,4,38,0
 Male,41,10,16,0
 Male,27,13,60,1
 Male,53,13,70,0
 Male,17,6,10,0
 Male,23,9,30,0
 Male,53,10,40,0
 Male,28,9,42,1
 Female,24,13,40,0
 Female,22,10,20,0
 Male,53,13,50,1
 Male,18,7,20,0
 Male,24,10,50,0
 Female,20,9,40,0
 Male,30,4,40,0
 Male,37,11,40,1
 Male,34,9,40,0
 Male,19,9,30,0
 Female,20,8,40,0
 Female,47,9,40,0
 Male,20,10,32,0
 Female,22,13,40,0
 Male,42,14,40,1
 Female,60,10,40,0
 Female,32,9,40,0
 Male,46,9,40,1
 Female,66,9,40,0
 Female,37,13,30,1
 Male,34,10,44,0
 Male,45,13,46,0
 Male,35,7,40,0
 Male,63,9,40,0
 Male,51,10,40,1
 Male,36,10,40,1
 Male,25,9,40,0
 Female,51,9,38,0
 Male,25,10,40,0
 Male,19,9,45,0
 Male,47,10,45,0
 Female,59,9,40,0
 Male,34,13,40,1
 Female,40,10,60,0
 Male,42,9,45,0
 Female,28,9,17,0
 Male,37,14,60,1
 Male,51,12,38,1
 Male,25,9,36,0
 Female,31,9,40,1
 Male,37,9,44,1
 Male,42,12,45,1
 Male,29,13,40,0
 Male,35,10,50,0
 Male,51,13,47,1
 Male,22,10,36,0
 Male,49,10,40,1
 Male,26,13,16,0
 Female,56,9,46,0
 Male,52,10,45,1
 Male,61,14,4,0
 Female,47,13,40,1
 Male,52,11,40,0
 Female,30,9,40,0
 Male,43,10,55,1
 Male,35,10,40,0
 Male,17,8,40,0
 Male,42,9,40,1
 Female,26,10,35,0
 Male,58,9,40,0
 Male,66,10,40,1
 Male,30,9,60,1
 Female,46,10,40,0
 Female,45,10,35,1
 Female,57,9,40,0
 Male,25,13,40,0
 Female,21,10,10,0
 Male,37,9,55,0
 Female,45,14,30,0
 Female,61,16,5,0
 Male,39,9,40,0
 Female,42,9,53,0
 Female,20,9,40,0
 Male,23,9,16,0
 Male,25,13,40,0
 Female,47,3,40,0
 Male,24,9,45,0
 Female,20,10,15,0
 Male,35,9,70,0
 Female,44,9,38,1
 Male,47,10,50,0
 Female,28,7,40,0
 Female,41,14,60,0
 Female,31,9,40,0
 Female,27,14,25,0
 Male,47,11,40,0
 Female,44,9,40,0
 Female,61,10,40,0
 Female,42,10,40,0
 Female,46,9,28,0
 Male,46,13,50,1
 Female,54,14,38,0
 Male,49,9,40,0
 Female,56,10,40,0
 Female,52,14,40,0
 Male,34,9,40,0
 Male,25,9,40,0
 Female,18,7,40,0
 Male,58,9,40,0
 Male,31,13,40,0
 Male,29,10,55,0
 Male,28,7,40,0
 Male,30,10,48,0
 Male,21,10,30,0
 Male,44,14,35,1
 Female,75,6,70,0
 Male,66,7,40,0
 Male,26,10,40,0
 Male,33,13,50,1
 Male,57,14,65,1
 Male,47,3,55,1
 Male,41,9,40,1
 Female,21,10,37,0
 Male,17,7,17,0
 Male,61,13,55,0
 Female,47,9,8,1
 Female,22,10,15,0
 Male,47,9,40,0
 Male,45,13,40,1
 Male,32,11,50,0
 Female,59,6,30,0
 Male,38,9,50,0
 Female,33,9,40,0
 Male,41,9,40,0
 Male,51,5,40,0
 Male,42,9,48,0
 Female,27,13,40,1
 Male,60,10,45,0
 Female,64,9,35,0
 Male,37,12,40,1
 Male,54,13,45,1
 Female,36,12,50,1
 Male,34,13,40,1
 Male,41,14,5,1
 Male,35,4,75,0
 Male,63,14,68,1
 Male,46,9,40,0
 Male,47,14,40,0
 Male,24,13,65,0
 Male,29,10,30,0
 Female,74,10,18,0
 Male,50,7,70,1
 Female,22,10,40,0
 Female,48,8,40,0
 Male,30,5,40,0
 Male,32,13,40,0
 Male,39,9,40,0
 Male,49,10,40,1
 Female,25,13,40,0
 Female,50,13,40,1
 Male,44,9,40,0
 Male,65,11,60,0
 Male,28,12,60,0
 Female,55,13,40,0
 Female,49,13,50,0
 Female,31,9,12,0
 Female,47,9,40,1
 Male,45,9,40,1
 Female,35,9,40,0
 Male,34,13,60,0
 Male,49,9,40,0
 Female,39,10,35,0
 Female,27,9,42,0
 Male,42,9,40,0
 Male,60,3,30,1
 Male,64,9,40,0
 Male,33,10,48,1
 Female,23,10,40,0
 Male,45,14,50,1
 Female,34,9,40,0
 Female,53,9,37,0
 Male,22,6,30,0
 Female,57,9,35,0
 Female,20,10,8,0
 Male,23,4,40,0
 Male,31,7,40,0
 Male,23,13,22,0
 Female,30,9,40,0
 Female,32,13,50,1
 Female,42,12,40,1
 Male,51,4,40,0
 Male,59,13,40,1
 Female,36,13,40,0
 Male,45,9,40,0
 Male,35,11,50,1
 Male,33,4,40,0
 Female,43,11,40,0
 Female,60,9,40,1
 Male,37,13,55,1
 Female,35,10,40,0
 Male,36,10,52,0
 Male,38,15,50,1
 Male,54,4,40,0
 Male,51,11,40,1
 Male,45,12,45,1
 Female,63,10,40,0
 Male,51,10,40,1
 Male,58,14,18,0
 Female,64,9,40,0
 Male,20,10,40,0
 Male,44,13,40,1
 Female,39,13,48,0
 Female,45,10,40,0
 Male,44,16,55,1
 Female,22,10,40,0
 Male,63,9,40,1
 Male,26,11,40,0
 Male,42,13,45,0
 Female,20,9,25,0
 Male,29,14,40,1
 Male,38,13,40,0
 Male,25,9,40,0
 Male,27,13,50,0
 Female,46,11,40,0
 Male,31,10,60,0
 Male,24,11,35,0
 Male,43,10,50,1
 Male,23,8,21,0
 Female,32,9,37,0
 Male,44,9,40,0
 Male,40,13,40,0
 Male,38,9,40,0
 Male,23,11,40,0
 Female,19,10,10,0
 Male,41,10,40,0
 Male,48,9,40,0
 Male,23,10,40,0
 Female,47,12,35,0
 Male,42,9,40,0
 Female,17,6,10,0
 Female,29,15,70,0
 Female,21,10,20,0
 Male,18,7,27,0
 Male,31,9,40,1
 Female,27,13,40,0
 Male,29,16,40,0
 Female,23,13,45,0
 Male,41,14,55,1
 Male,46,13,35,1
 Female,34,10,25,0
 Male,42,9,24,0
 Female,18,9,15,0
 Male,46,9,37,0
 Male,18,7,15,0
 Male,52,10,40,1
 Female,56,9,40,0
 Male,21,11,40,0
 Male,22,9,20,0
 Female,31,13,45,0
 Male,41,9,60,0
 Female,25,10,40,0
 Male,43,13,60,0
 Female,45,9,40,0
 Male,26,10,60,0
 Male,90,10,35,0
 Male,45,13,40,1
 Female,30,13,40,1
 Male,42,10,40,0
 Male,20,10,35,0
 Male,53,13,40,1
 Female,64,9,38,0
 Male,56,4,20,0
 Male,42,10,40,1
 Female,26,13,40,1
 Female,31,12,40,0
 Female,40,13,40,0
 Male,58,10,40,0
 Male,41,13,40,0
 Male,58,9,47,0
 Male,62,14,60,1
 Male,65,13,60,1
 Male,40,10,40,0
 Male,45,10,40,1
 Male,22,9,55,0
 Male,23,10,20,0
 Male,63,14,50,1
 Male,39,13,50,1
 Male,37,10,40,0
 Male,25,13,40,0
